domain,is_file_found,is_file_valid,http_status,acknowledgments,canonical,contact,encryption,expires,hiring,policy,preferred_languages,errors
mgcf.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://mgcf.co.uk/.well-known/security.txt"": dial tcp 79.170.40.4:443: connect: connection refused"
arbuthnotlatham.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://arbuthnotlatham.co.uk/.well-known/security.txt"": x509: certificate is valid for www.arbuthnotlatham.co.uk, not arbuthnotlatham.co.uk"
astburymarsden.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://astburymarsden.com/.well-known/security.txt"": x509: certificate has expired or is not yet valid: current time 2022-08-08T13:03:44+01:00 is after 2020-03-13T12:00:00Z"
mbmcommercial.co.uk,false,false,404,,,,,,,,,https://mbmcommercial.co.uk/security.txt file may not exist - HTTP error code: 404
gambitcf.com,false,false,404,,,,,,,,,https://www.gambitcf.com/security.txt file may not exist - HTTP error code: 404
sbiuk.com,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
etxcapital.co.uk,false,false,404,,,,,,,,,https://etxcapital.co.uk/security.txt file may not exist - HTTP error code: 404
execution-noble.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://execution-noble.com/.well-known/security.txt"": dial tcp 156.241.56.12:443: connect: connection refused"
tmgcorporatefinance.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://tmgcorporatefinance.com/.well-known/security.txt"": dial tcp: lookup tmgcorporatefinance.com on 1.1.1.1:53: no such host"
b-m-f.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://b-m-f.com/.well-known/security.txt"": x509: certificate has expired or is not yet valid: current time 2022-08-08T13:03:39+01:00 is after 2022-07-30T22:09:46Z"
lhgp.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://lhgp.com/.well-known/security.txt"": EOF"
hurst.co.uk,false,false,403,,,,,,,,,https://www.hurst.co.uk/security.txt file may not exist - HTTP error code: 403
murphysalisbury.com,false,false,404,,,,,,,,,https://www.murphysalisbury.com/security.txt file may not exist - HTTP error code: 404
orielsecurities.com,false,false,410,,,,,,,,,https://orielsecurities.com/.well-known/security.txt file may not exist - HTTP error code: 410
candesic.com,false,false,404,,,,,,,,,https://candesic.com/security.txt file may not exist - HTTP error code: 404
oceanequities.co.uk,false,false,404,,,,,,,,,https://oceanequities.co.uk/security.txt file may not exist - HTTP error code: 404
moorelandpartners.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://moorelandpartners.com/.well-known/security.txt"": dial tcp 8.26.184.63:443: connect: connection refused"
carbontracker.org,false,false,404,,,,,,,,,https://carbontracker.org/security.txt file may not exist - HTTP error code: 404
bigsocietycapital.com,false,false,404,,,,,,,,,https://bigsocietycapital.com/security.txt file may not exist - HTTP error code: 404
jamessharp.co.uk,false,false,404,,,,,,,,,https://www.jamessharp.co.uk/security.txt file may not exist - HTTP error code: 404
sterlingcf.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://sterlingcf.co.uk/.well-known/security.txt"": x509: certificate has expired or is not yet valid: current time 2022-08-08T13:03:44+01:00 is after 2016-01-29T14:44:33Z"
hgcpartners.com,false,false,404,,,,,,,,,https://hgcpartners.com/security.txt file may not exist - HTTP error code: 404
aultifa.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://aultifa.co.uk/.well-known/security.txt"": dial tcp: lookup aultifa.co.uk on 1.1.1.1:53: no such host"
rethinkresearch.biz,false,false,404,,,,,,,,,https://rethinkresearch.biz/security.txt file may not exist - HTTP error code: 404
cairneagle.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://cairneagle.com/.well-known/security.txt"": x509: certificate is valid for *.wpengine.com, wpengine.com, not cairneagle.com"
adr-international.com,false,false,404,,,,,,,,,https://adr-international.com/security.txt file may not exist - HTTP error code: 404
uhy-uk.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://uhy-uk.com/.well-known/security.txt"": x509: certificate is not valid for any names, but wanted to match uhy-uk.com"
deloitte.com,false,false,403,,,,,,,,,https://www2.deloitte.com/libs/cq/security/content/securityadmin.txt file may not exist - HTTP error code: 403
bellpenny.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://bellpenny.com/.well-known/security.txt"": EOF"
tescobank.com,false,false,404,,,,,,,,,https://www.tescobank.com/oops/page-not-found/ file may not exist - HTTP error code: 404
isb-ltd.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://isb-ltd.co.uk/.well-known/security.txt"": dial tcp: lookup isb-ltd.co.uk on 1.1.1.1:53: no such host"
freshwater-uk.com,false,false,404,,,,,,,,,https://freshwater-uk.com/security.txt file may not exist - HTTP error code: 404
illiquidx.com,false,false,404,,,,,,,,,https://illiquidx.com/security.txt file may not exist - HTTP error code: 404
amt.co.uk,false,false,404,,,,,,,,,https://amt.co.uk/security.txt file may not exist - HTTP error code: 404
ledinghamchalmers.com,false,false,404,,,,,,,,,https://www.ledinghamchalmers.com/security.txt file may not exist - HTTP error code: 404
ferghanapartners.com,false,false,404,,,,,,,,,https://ferghanapartners.com/security.txt file may not exist - HTTP error code: 404
fxpro.co.uk,false,false,200,,,,,,,,,Content-type (text/html) is not valid
agnitiocapital.com,false,false,404,,,,,,,,,https://agnitiocapital.com/security.txt file may not exist - HTTP error code: 404
finncap.com,false,false,404,,,,,,,,,https://www.finncap.com/security.txt file may not exist - HTTP error code: 404
atkinsonbolton.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://atkinsonbolton.co.uk/.well-known/security.txt"": dial tcp: lookup atkinsonbolton.co.uk on 1.1.1.1:53: no such host"
chenavari.com,false,false,404,,,,,,,,,https://chenavari.com/security.txt file may not exist - HTTP error code: 404
jacksonking.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://jacksonking.co.uk/.well-known/security.txt"": dial tcp: lookup jacksonking.co.uk on 1.1.1.1:53: no such host"
zeuscapital.co.uk,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
ashby-nightingale.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ashby-nightingale.com/.well-known/security.txt"": dial tcp: lookup ashby-nightingale.com on 1.1.1.1:53: no such host"
gatehousebank.com,true,true,200,https://gatehousebank.com/hall-of-fame,,support@coopa.net,https://gatehousebank.com/pgp-key.txt,,,https://gatehousebank.com/security-policy,,
broad-group.com,false,false,404,,,,,,,,,https://www.broad-group.com/security.txt file may not exist - HTTP error code: 404
morganmckinley.com,false,false,404,,,,,,,,,https://www.morganmckinley.com/security.txt file may not exist - HTTP error code: 404
northlandcp.co.uk,false,false,404,,,,,,,,,https://www.northlandcp.co.uk/security.txt file may not exist - HTTP error code: 404
marketstar.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://marketstar.co.uk/.well-known/security.txt"": dial tcp: lookup marketstar.co.uk on 1.1.1.1:53: no such host"
imas.uk.com,false,false,404,,,,,,,,,https://imas.uk.com/security.txt file may not exist - HTTP error code: 404
templewood.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://templewood.com/.well-known/security.txt"": dial tcp 85.233.160.22:443: connect: connection refused"
ibiscapital.co.uk,false,false,404,,,,,,,,,https://ibiscapital.co.uk/security.txt file may not exist - HTTP error code: 404
ctguk.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ctguk.com/.well-known/security.txt"": EOF"
alt-research.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://alt-research.com/.well-known/security.txt"": dial tcp: lookup alt-research.com on 1.1.1.1:53: no such host"
parasolgroup.co.uk,false,false,404,,,,,,,,,https://parasolgroup.co.uk/security.txt file may not exist - HTTP error code: 404
investec.co.uk,false,false,200,,,,,,,,,Content-type (text/html;charset=utf-8) is not valid
maxaim.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://maxaim.co.uk/.well-known/security.txt"": x509: certificate has expired or is not yet valid: current time 2022-08-08T13:03:39+01:00 is after 2020-07-30T06:44:50Z"
chadneybulgin.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://chadneybulgin.com/.well-known/security.txt"": dial tcp: lookup chadneybulgin.com on 1.1.1.1:53: no such host"
ascendant.co.uk,false,false,404,,,,,,,,,https://ascendant.co.uk/security.txt file may not exist - HTTP error code: 404
thamesadvisory.net,false,false,0,,,,,,,,,"HTTP response error: Get ""https://thamesadvisory.net/.well-known/security.txt"": dial tcp 89.31.143.1:443: connect: connection refused"
jobsite.co.uk,false,false,403,,,,,,,,,https://www.jobsite.co.uk/security.txt file may not exist - HTTP error code: 403
e2w.co,false,false,404,,,,,,,,,https://e2w.co/security.txt file may not exist - HTTP error code: 404
claritycp.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://claritycp.com/.well-known/security.txt"": x509: certificate is not valid for any names, but wanted to match claritycp.com"
espiritosantoib.co.uk,false,false,404,,,,,,,,,https://www.espiritosantoib.co.uk/security.txt file may not exist - HTTP error code: 404
chaucer.com,false,false,404,,,,,,,,,https://chaucer.com/security.txt file may not exist - HTTP error code: 404
beaconwealthmanagement.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://beaconwealthmanagement.co.uk/.well-known/security.txt"": dial tcp 94.136.40.82:443: connect: connection refused"
ipsl.co.uk,false,false,404,,,,,,,,,https://www.ipsl.co.uk/security.txt file may not exist - HTTP error code: 404
ctinsuranceservices.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ctinsuranceservices.co.uk/.well-known/security.txt"": EOF"
dmer.drewry.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://dmer.drewry.co.uk/.well-known/security.txt"": x509: certificate is valid for drewry.co.uk, www.drewry.co.uk, not dmer.drewry.co.uk"
ipaenergy.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ipaenergy.co.uk/.well-known/security.txt"": x509: certificate signed by unknown authority"
cohesioninvestments.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://cohesioninvestments.com/.well-known/security.txt"": EOF"
stockacademy.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://stockacademy.com/.well-known/security.txt"": x509: certificate is valid for *.parkingcrew.net, parkingcrew.net, not stockacademy.com"
agfe.com,false,false,404,,,,,,,,,https://agfe.com/security.txt file may not exist - HTTP error code: 404
erecruitsolutions.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://erecruitsolutions.co.uk/.well-known/security.txt"": x509: certificate signed by unknown authority"
huntswood.com,false,false,404,,,,,,,,,https://www.huntswood.com/security.txt file may not exist - HTTP error code: 404
caves.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://caves.co.uk/.well-known/security.txt"": x509: certificate has expired or is not yet valid: current time 2022-08-08T13:03:47+01:00 is after 2022-05-06T12:39:23Z"
anvilpartners.com,false,false,410,,,,,,,,,https://anvilpartners.com/.well-known/security.txt file may not exist - HTTP error code: 410
newmarketsresearch.com,false,false,500,,,,,,,,,https://newmarketsresearch.com/.well-known/security.txt file may not exist - HTTP error code: 500
tridevicapital.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://tridevicapital.com/.well-known/security.txt"": dial tcp 94.136.40.82:443: connect: connection refused"
foxwilliams.com,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
directionfp.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://directionfp.co.uk/.well-known/security.txt"": EOF"
pantheongroup.stagesite.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://pantheongroup.stagesite.co.uk/.well-known/security.txt"": dial tcp: lookup pantheongroup.stagesite.co.uk on 1.1.1.1:53: no such host"
sustainability.com,false,false,404,,,,,,,,,https://www.sustainability.com/security.txt file may not exist - HTTP error code: 404
malachitegroup.co,false,false,200,,,,,,,,,Content-type () is not valid
paramountifa.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://paramountifa.co.uk/.well-known/security.txt"": dial tcp: lookup paramountifa.co.uk on 1.1.1.1:53: no such host"
stephenraby.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://stephenraby.com/.well-known/security.txt"": dial tcp 155.159.254.160:443: connect: connection refused"
clientrapport.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://clientrapport.com/.well-known/security.txt"": EOF"
paceequity.com,false,false,404,,,,,,,,,https://paceequity.com/security.txt file may not exist - HTTP error code: 404
ili-energy.com,false,false,404,,,,,,,,,https://ili-energy.com/security.txt file may not exist - HTTP error code: 404
resultsig.com,false,false,404,,,,,,,,,https://resultsig.com/security.txt file may not exist - HTTP error code: 404
capitaemployeebenefits.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://capitaemployeebenefits.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
gti.org,false,false,0,,,,,,,,,"HTTP response error: Get ""https://gti.org/.well-known/security.txt"": dial tcp 195.108.250.53:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
kreston.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://kreston.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
morgan-clarke.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.morgan-clarke.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
taitwalker.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.azets.co.uk/news-insights/articles/azets-welcomes-tait-walker-in-the-north-east/"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
santander.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.santander.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
xafinity.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://xafinity.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
wilson-partners.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.wilson-partners.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
cbonline.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://secure.cbonline.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
deltapartnership.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://deltapartnership.com/.well-known/security.txt"": dial tcp 52.71.57.184:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
santandergbm.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://santandergbm.co.uk/.well-known/security.txt"": dial tcp 165.160.15.20:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
pnbint.com,false,false,404,,,,,,,,,https://www.pnbint.com/PNBIL/Home/security.txt file may not exist - HTTP error code: 404
alliance-leicestercommercialbank.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://alliance-leicestercommercialbank.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
alpari.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://alpari.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
bankhall.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.bankhall.co.uk"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
conceptstaffing.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.acornpeople.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
imaenterprises.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://imaenterprises.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
equilibrium-wm.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.pfgl.co.uk/our-locations/south-west/?source=equilibrium-wm.co.uk"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
IMFS.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://IMFS.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
experian.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://experian.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
fathompartners.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://fathompartners.com/.well-known/security.txt"": dial tcp 52.71.57.184:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
bacb.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.bacb.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
clientknowledge.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://clientknowledge.com/.well-known/security.txt"": dial tcp 109.123.104.189:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
iombank.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.iombank.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
islamic-bank.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://islamic-bank.com/.well-known/security.txt"": dial tcp 165.160.15.20:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
eclipse-ifa.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://eclipse-ifa.com/.well-known/security.txt"": dial tcp: lookup eclipse-ifa.com on 1.1.1.1:53: no such host"
venners.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.venners.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
sipp-ssas-pensions.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.sipp-ssas-pensions.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
mdmassociates.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://mdmassociates.co.uk/.well-known/security.txt"": dial tcp 178.250.51.105:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
smith.williamson.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://smith.williamson.co.uk/.well-known/security.txt"": dial tcp 165.160.15.20:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
roberthalf.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.roberthalf.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
alexa-capital.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.alexa-capital.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
accountancymatters.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://accountancymatters.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
firstequity.ltd.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://firstequity.ltd.uk/.well-known/security.txt"": dial tcp 95.154.227.9:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
goodmanmasson.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.goodmanmasson.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
fibi.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://fibi.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
evans-hart.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://evans-hart.co.uk/.well-known/security.txt"": dial tcp: lookup evans-hart.co.uk on 1.1.1.1:53: no such host"
energy-edge.net,false,false,0,,,,,,,,,"HTTP response error: Get ""https://energy-edge.net/.well-known/security.txt"": dial tcp 23.230.152.119:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
livingstonepartners.co.uk,false,false,403,,,,,,,,,https://www.livingstonepartners.com/en-gb/ file may not exist - HTTP error code: 403
douglasbaycap.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://douglasbaycap.com/.well-known/security.txt"": dial tcp: lookup douglasbaycap.com on 1.1.1.1:53: no such host"
ds-healthandsafety.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ds-healthandsafety.com/.well-known/security.txt"": x509: certificate is valid for steam-punk.net, www.steam-punk.net, not ds-healthandsafety.com (Client.Timeout exceeded while awaiting headers)"
icsuk.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.icsuk.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
macemacro.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://macemacro.com/.well-known/security.txt"": dial tcp 165.160.15.20:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
uk.ccb.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://uk.ccb.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
ivoireconsultancy.org,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ivoireconsultancy.org/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
barclayswealth.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://barclayswealth.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
halifax.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.halifax.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
hml.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://hml.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
liberum.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://liberum.com/.well-known/security.txt/"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
k2london.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://k2london.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
moorhouseconsulting.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.moorhouseconsulting.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
lloydsbankcorporatemarkets.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://lloydsbankcorporatemarkets.com/.well-known/security.txt"": dial tcp 94.236.39.48:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
thebirchmangroup.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://thebirchmangroup.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
irokosecurities.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.irokosecurities.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
blue-sky.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://blue-sky.co.uk/.well-known/security.txt"": dial tcp 148.251.79.233:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
hbretinue.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://hbretinue.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
butlerasset.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://butlerasset.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
ghfgroup.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ghfgroup.com/.well-known/security.txt"": dial tcp 64.98.135.46:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
natwest.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.natwest.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
turtlefutures.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://turtlefutures.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
caeruswealth.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://caeruswealth.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
www1.ipd.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www1.ipd.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
locumconsulting.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://locumconsulting.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
investni.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.investni.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
campbell-lutyens.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://campbell-lutyens.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
londonforfaiting.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://londonforfaiting.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
ipd.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ipd.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
carboninternational.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://carboninternational.com/.well-known/security.txt"": dial tcp 52.71.57.184:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
huttonconsulting.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://huttonconsulting.com/huttonconsulting.com/"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
wtpartnership.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://wtpartnership.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
nucleus.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.nucleus.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
ysc.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://ysc.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
exclusiveltd.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://exclusiveltd.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
canonburygroup.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://canonburygroup.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
fosterdenovo.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.fosterdenovo.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
uca-energy.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://uca-energy.co.uk/.well-known/security.txt"": dial tcp 212.69.36.28:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
adsi.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.adsi.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
knight.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://knight.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
capitaconsulting.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://capitaconsulting.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
armajaroholdings.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://armajaroholdings.com/.well-known/security.txt"": dial tcp 62.233.121.61:443: i/o timeout (Client.Timeout exceeded while awaiting headers)"
adamsmithinternational.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://adamsmithinternational.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
investing-ethically.co.uk,false,false,0,,,,,,,,,"HTTP response error: Get ""https://www.investing-ethically.co.uk/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
mottmac.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://mottmac.com/.well-known/security.txt"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
